concurso,data,n1,n2,n3,n4,n5
4862,30/04/2014,39573,95062,29193,61472,92589
4861,26/04/2014,13696,27789,14192,10856,83158
4860,23/04/2014,1601,65911,77754,95245,89549
4859,19/04/2014,84403,1863,85020,80754,53532
4858,16/04/2014,60024,86460,52905,78063,7817
4857,12/04/2014,91658,24498,49252,8608,62944
4856,09/04/2014,16262,23397,45193,89594,1665
4855,05/04/2014,4365,27042,71491,63126,18294
4854,02/04/2014,4248,50209,2485,61418,5596
4853,29/03/2014,32743,20058,22354,15214,11870
4852,26/03/2014,15539,59610,3193,37047,20527
4851,22/03/2014,43350,44284,13015,50339,8042

4850,19/03/2014,25420,37096,25040,76171,10919
4849,15/03/2014,34200,63056,43375,47225,62471
4848,12/03/2014,61032,8229,96379,35446,25691
4847,08/03/2014,48771,20033,68286,50031,48779
4846,06/03/2014,73922,1422,25570,27025,17404
4845,01/03/2014,32422,40919,84249,40046,41797
4844,26/02/2014,94181,43192,6635,39477,38799
4843,22/02/2014,26048,57871,34260,70513,66015
4842,19/02/2014,56165,15249,33169,56283,63703
4841,15/02/2014,66752,69547,32412,56885,97514
4840,12/02/2014,34108,79958,50817,59382,71699
4839,08/02/2014,43616,1508,12375,63865,31839
4838,05/02/2014,40825,1823,37547,39317,73154
4837,01/02/2014,82746,12274,35976,2548,3484
4836,29/01/2014,8535,59188,2620,39473,25779
4835,25/01/2014,57851,75072,81646,83304,16514
4834,22/01/2014,20536,43164,10536,49013,64563
4833,18/01/2014,43517,80226,45199,36760,160
4832,15/01/2014,45217,1598,29740,83129,1135
4831,11/01/2014,65403,51702,77861,77424,38797
4830,08/01/2014,22112,18819,38534,30507,32577
4829,04/01/2014,23033,78076,82655,52280,92927
4828,02/01/2014,529,4695,86097,79823,34185
4827,28/12/2013,81900,37605,88768,67675,48047
4826,24/12/2013,52076,53382,63095,3090,68704
4825,21/12/2013,10352,45790,87091,88678,88701
4824,18/12/2013,49656,79659,49253,21010,39156
4823,14/12/2013,69477,89047,84942,28412,39261
4822,11/12/2013,68887,87209,44878,72504,6291
4821,07/12/2013,19013,33404,84145,56015,28497
4820,04/12/2013,91981,13,24835,27206,17945
4819,30/11/2013,94680,24316,43868,71854,17646
4818,27/11/2013,79496,33276,48339,80223,88933
4817,23/11/2013,92790,89953,96482,13258,70858
4816,20/11/2013,9025,24420,28188,831,62895
4815,16/11/2013,69049,30400,31219,8843,50247
4814,13/11/2013,67245,35186,4934,36752,18071
4813,09/11/2013,34176,84741,50245,40679,90293
4812,06/11/2013,55303,86700,14305,85137,37134
4811,01/11/2013,4081,54062,91088,80581,75123
4810,30/10/2013,22347,88825,22203,23148,49652
4809,26/10/2013,60294,11548,93986,57756,13131
4808,23/10/2013,83634,70917,44141,50736,36315
4807,19/10/2013,85400,13408,37123,22847,50072
4806,16/10/2013,88275,5455,64086,8333,55514
4805,11/10/2013,61106,1235,92747,59372,88065
4804,09/10/2013,65051,67779,34091,89257,79359

4803,05/10/2013,31458,11270,48402,17507,48663
4802,02/10/2013,57659,56752,63698,74437,39230
4801,28/09/2013,3824,5237,41702,6465,58778
4800,25/09/2013,60829,45840,66070,12439,42204
4799,21/09/2013,60989,17413,14456,14232,10664
4798,18/09/2013,91195,39441,36785,36711,20327
4797,14/09/2013,51173,92664,33662,83226,59623
4796,11/09/2013,5624,5340,69546,15651,13759
4795,06/09/2013,82097,75618,27067,95577,28497
4794,04/09/2013,21351,65034,6286,55396,4839
4793,31/08/2013,17679,55733,16633,84631,31352
4792,28/08/2013,64581,85265,17302,5747,53591
4791,24/08/2013,67605,641,9701,55811,14925
4790,21/08/2013,36554,45146,13471,56463,42486
4789,17/08/2013,17498,39415,25591,61419,7352
4788,14/08/2013,45652,14013,84861,79994,28447
4787,10/08/2013,72449,58264,83159,1015,45949
4786,07/08/2013,2437,62049,4721,36732,11262
4785,03/08/2013,96076,32837,2975,39108,44475
4784,31/07/2013,41419,70113,70237,62094,76274
4783,27/07/2013,45537,79538,20913,57956,81866
4782,24/07/2013,95098,17247,31389,11058,68955
4781,20/07/2013,47366,92815,81507,50992,14128
4780,17/07/2013,95589,68030,5632,85760,56424
4779,13/07/2013,65176,11059,16628,89852,31666
4778,10/07/2013,62441,27405,22733,60334,31166
4777,06/07/2013,49918,66566,36428,31187,80678
4776,03/07/2013,83318,8563,47355,44788,18615
4775,29/06/2013,90434,25523,10323,70121,9985
4774,26/06/2013,56664,77976,81554,69453,57990
4773,22/06/2013,53317,32543,28994,36303,486
4772,19/06/2013,88347,80078,76650,57869,1319
4771,15/06/2013,73388,8978,28280,26740,4121
4770,12/06/2013,12475,54075,55722,78291,52247
4769,08/06/2013,86143,72286,96630,57379,68894
4768,05/06/2013,77410,53737,22911,69617,53688
4767,01/06/2013,11884,25118,33241,73167,77204
4766,29/05/2013,63521,61863,50505,78337,26606
4765,25/05/2013,17629,93402,78101,69393,37951
4764,22/05/2013,23601,73744,89403,29039,36113
4763,18/05/2013,66497,8238,20867,39629,28062
4762,15/05/2013,26523,51810,36112,65401,65569
4761,11/05/2013,28973,76816,57665,10853,4671
4760,08/05/2013,20490,89407,30799,33838,78330
4759,04/05/2013,50983,64061,37273,73811,76051
4758,30/04/2013,83217,4229,32914,94442,20413
4757,27/04/2013,38028,6220,29599,81005,89623

4756,24/04/2013,24246,4632,10857,3881,59260
4755,20/04/2013,55091,41219,52428,67378,63086
4754,17/04/2013,19128,71988,37236,91084,7528
4753,13/04/2013,16260,23908,33356,17142,43442
4752,10/04/2013,89743,48479,5850,92343,10332
4751,06/04/2013,52026,3878,23600,73870,96202
4750,03/04/2013,12834,66774,52849,7566,87309
4749,30/03/2013,32955,1886,82659,3518,50961
4748,27/03/2013,30880,30557,60023,81197,85364
4747,23/03/2013,10485,87487,60437,89192,47008
4746,20/03/2013,67241,64893,3758,65705,14734
4745,16/03/2013,28250,2337,74342,68114,31886
4744,13/03/2013,22997,22656,75070,13041,52652
4743,09/03/2013,70200,25628,65823,31420,54278
4742,06/03/2013,5386,2758,4667,82972,64668
4741,02/03/2013,66525,66575,69558,39049,70674
4740,27/02/2013,88155,88804,13071,76422,52033
4739,23/02/2013,95238,62520,3213,25006,1731
4738,20/02/2013,77146,44713,45181,2413,37774
4737,16/02/2013,1107,75201,10196,81114,63924
4736,13/02/2013,28478,86653,91467,60071,11864
4735,09/02/2013,34404,7140,90889,461,16870
4734,06/02/2013,51164,45165,46391,25551,68100
4733,02/02/2013,40691,86031,59433,34584,42545
4732,30/01/2013,48667,25917,6971,69614,62183
4731,26/01/2013,47567,31581,40740,84763,7730
4730,23/01/2013,6505,22324,19713,17432,66589
4729,19/01/2013,92331,45639,31046,12451,17669
4728,16/01/2013,27676,3704,3815,6990,35640
4727,12/01/2013,79550,46090,49831,39696,10533
4726,09/01/2013,60234,66690,48084,35071,66981
4725,05/01/2013,78607,12393,50655,81965,19610
4724,02/01/2013,57541,6704,86400,49459,52209
4723,29/12/2012,76523,78956,56956,58048,89282
4722,26/12/2012,5917,47441,61001,37913,90541
4721,22/12/2012,27813,76105,3795,66730,20818
4720,19/12/2012,69758,30560,88690,42571,68300
4719,15/12/2012,36704,95081,56221,66097,44236
4718,12/12/2012,94812,24018,1248,54014,69082
4717,08/12/2012,60990,14070,46370,47940,18575
4716,05/12/2012,47865,55787,54387,78129,2902
4715,01/12/2012,6072,94383,68173,42637,71009
4714,28/11/2012,22805,19380,40818,69594,8536
4713,24/11/2012,69508,49690,71471,36774,50776
4712,21/11/2012,39706,48404,89537,4850,12260
4711,17/11/2012,71181,86964,74924,51058,49430
4710,14/11/2012,6248,34843,60208,49775,40362

4709,10/11/2012,26128,45730,89080,55654,3017
4708,07/11/2012,41066,94020,5362,70391,9604
4707,03/11/2012,71977,12574,63399,80825,34018
4706,31/10/2012,62704,61516,55378,14295,73938
4705,27/10/2012,32975,87644,48,52993,51029
4704,24/10/2012,17488,26809,32596,83010,34325
4703,20/10/2012,92916,91696,64839,37353,94718
4702,17/10/2012,17624,760,42633,58438,42484
4701,13/10/2012,47900,12284,68629,71908,19689
4700,10/10/2012,81656,46103,28788,68093,71192
4699,06/10/2012,56428,23768,17537,27065,59098
4698,03/10/2012,74567,56179,85146,21251,31351
4697,29/09/2012,45470,42519,30079,61650,60577
4696,26/09/2012,14604,64142,2354,15092,83233
4695,22/09/2012,20282,61600,61431,37978,73940
4694,19/09/2012,73034,24773,79754,83247,4664
4693,15/09/2012,45372,62907,7802,62353,43372
4692,12/09/2012,81860,56550,11552,64167,3058
4691,08/09/2012,2493,29702,45804,18565,43855
4690,05/09/2012,84957,22815,74016,23397,19294
4689,01/09/2012,61380,54966,15143,42678,38621
4688,29/08/2012,83620,27436,29193,14042,50356
4687,25/08/2012,71253,23777,20364,1580,66070
4686,22/08/2012,74534,69379,61456,46128,38837
4685,18/08/2012,58904,70394,75164,54892,58538
4684,15/08/2012,56984,20522,11295,7088,33019
4683,11/08/2012,64295,80137,9017,9385,81695
4682,08/08/2012,47967,54771,79823,78161,57127
4681,04/08/2012,50567,24587,14856,15546,13965
4680,01/08/2012,54062,12705,45542,51962,24383
4679,28/07/2012,64683,70365,17588,62603,44718
4678,25/07/2012,33260,24660,9324,10252,76161
4677,21/07/2012,41773,35024,19234,33239,71512
4676,18/07/2012,64584,85885,33689,39911,65495
4675,14/07/2012,60512,44749,56827,13227,63710
4674,11/07/2012,47215,63857,67629,9281,83514
4673,07/07/2012,54034,58483,59529,71945,28400
4672,04/07/2012,66533,69702,5608,4895,37638
4671,30/06/2012,40092,24280,75387,15563,72541
4670,27/06/2012,84457,43425,1470,37258,51455
4669,23/06/2012,40780,21881,68240,4136,23498
4668,20/06/2012,80287,155,18593,19281,59772
4667,16/06/2012,63766,28304,4224,36072,49799
4666,13/06/2012,60838,85349,2100,14363,56552
4665,09/06/2012,64503,43640,25273,34833,4889
4664,06/06/2012,39322,32794,84789,69759,7800
4663,02/06/2012,45888,34706,106,25109,66577

4662,30/05/2012,24523,50467,13945,34195,81414
4661,26/05/2012,57998,14886,52130,35602,6194
4660,23/05/2012,77701,52352,21729,9442,52016
4659,19/05/2012,55072,20107,50070,64854,71882
4658,16/05/2012,10102,31489,12744,25354,59364
4657,12/05/2012,2834,2786,61316,45529,37297
4656,09/05/2012,28357,11437,55274,52052,36600
4655,05/05/2012,41778,4132,91,52101,73095
4654,02/05/2012,30291,32140,39675,25107,26892
4653,28/04/2012,10471,16725,43254,71234,4146
4652,25/04/2012,34702,69787,76322,29898,7177
4651,20/04/2012,62499,80073,15352,20055,26664
4650,18/04/2012,19600,47527,9632,82140,1783
4649,14/04/2012,64415,65923,24760,56153,66045
4648,11/04/2012,53984,23728,14062,39700,4220
4647,07/04/2012,8906,34134,19493,70184,7680
4646,04/04/2012,30584,23926,62205,17672,50132
4645,31/03/2012,56887,65955,48439,40494,63663
4644,28/03/2012,43798,77628,46204,72509,80788
4643,24/03/2012,29850,8396,44427,67399,11128
4642,21/03/2012,61143,71951,46291,48810,59500
4641,17/03/2012,59938,32751,70403,65263,47438
4640,14/03/2012,22380,74151,83113,52421,10175
4639,10/03/2012,5690,8938,25769,62201,45074
4638,07/03/2012,59388,1087,72652,37575,84658
4637,03/03/2012,53959,54876,57769,5554,35649
4636,29/02/2012,65714,42404,69803,75996,26795
4635,25/02/2012,17316,21924,2634,42370,34915
4634,22/02/2012,48789,16192,10808,67869,10064
4633,18/02/2012,15757,76071,44323,77363,35129
4632,15/02/2012,12825,18949,27934,72261,18880
4631,11/02/2012,74014,46586,48446,68344,67476
4630,08/02/2012,39442,3065,78725,72214,65910
4629,04/02/2012,30144,3777,26843,12519,6110
4628,01/02/2012,21309,29391,80387,16441,1161
4627,28/01/2012,17359,1028,45916,12904,23415
4626,25/01/2012,18917,56962,38370,62742,66873
4625,21/01/2012,63441,53706,57902,48788,52623
4624,18/01/2012,67970,52527,10299,57721,41477
4623,14/01/2012,55780,40976,54359,3755,10206
4622,11/01/2012,43489,16991,18745,70069,76628
4621,07/01/2012,65199,8158,37656,6310,55122
4620,04/01/2012,37851,10563,7013,1183,54300
4619,31/12/2011,7679,61593,67151,23171,40962
4618,28/12/2011,16107,55856,54658,25804,33397
4617,24/12/2011,6652,64453,67545,37093,71937
4616,21/12/2011,277,34126,25268,72007,37468

4615,17/12/2011,72681,42988,45101,49824,5936
4614,14/12/2011,68841,46632,15032,30831,6785
4613,10/12/2011,63986,59249,27575,25091,11045
4612,07/12/2011,70428,43133,77421,73007,49253
4611,03/12/2011,47323,26700,31220,66860,33748
4610,30/11/2011,73751,43382,22509,3420,33308
4609,26/11/2011,44679,72886,13248,65490,29573
4608,23/11/2011,18002,71547,29906,37261,23046
4607,19/11/2011,26316,138,20948,9304,295
4606,16/11/2011,75024,478,72465,27979,66701
4605,12/11/2011,17211,1879,25321,38811,31058
4604,09/11/2011,61854,7932,49561,25746,51988
4603,05/11/2011,73900,57164,44751,15200,8340
4602,03/11/2011,25326,73615,76488,49463,57981
4601,29/10/2011,16265,51763,19437,19809,61333
4600,26/10/2011,78299,17610,75139,17620,13771
4599,22/10/2011,27267,28643,46044,62943,51831
4598,19/10/2011,75136,76965,72667,43714,6926
4597,15/10/2011,31100,23537,50813,50511,3011
4596,13/10/2011,5272,59404,79646,17593,3727
4595,08/10/2011,63118,49573,1257,16677,8098
4594,05/10/2011,66317,41071,62150,58927,11523
4593,01/10/2011,4987,16777,16427,73064,11021
4592,28/09/2011,45902,46052,25553,67277,20409
4591,24/09/2011,30000,17718,9922,20205,2124
4590,21/09/2011,904,22447,34372,82329,68092
4589,17/09/2011,24514,81864,22460,27176,47210
4588,14/09/2011,44604,79394,51957,11056,3401
4587,10/09/2011,30527,11050,13376,46072,2198
4586,08/09/2011,73430,21594,3723,5603,55761
4585,03/09/2011,6719,7112,70548,30659,75601
4584,31/08/2011,32518,35290,24252,13942,16144
4583,27/08/2011,50822,28922,55505,53972,4317
4582,24/08/2011,63189,55364,68111,58932,67646
4581,20/08/2011,44952,221,56360,3026,14988
4580,17/08/2011,63505,7966,11869,81510,74467
4579,13/08/2011,10525,51900,58927,6053,68955
4578,10/08/2011,45697,70329,67622,27219,11214
4577,06/08/2011,50298,61036,61895,38261,58195
4576,03/08/2011,80972,50347,38537,5747,45728
4575,30/07/2011,58248,72025,7074,41890,48850
4574,27/07/2011,20223,19070,9520,66210,12434
4573,23/07/2011,9434,30728,3352,1618,74949
4572,20/07/2011,31596,12730,79204,66760,52412
4571,16/07/2011,79694,66552,51141,47511,38165
4570,13/07/2011,55475,51150,74318,34649,45314
4569,09/07/2011,25371,49590,70404,72116,20258

4568,06/07/2011,76322,78294,3413,40549,14860
4567,02/07/2011,7267,18992,73344,69039,66388
4566,29/06/2011,31953,44658,15290,31355,42203
4565,25/06/2011,61152,8640,26862,4848,36473
4564,22/06/2011,14321,52061,30549,4977,23960
4563,18/06/2011,40546,6816,6636,56743,7690
4562,15/06/2011,54407,64061,5032,77485,23101
4561,11/06/2011,21418,53188,10472,4932,31256
4560,08/06/2011,8263,77111,25224,35860,21422
4559,04/06/2011,34846,27962,10658,70004,71032
4558,01/06/2011,66709,20470,78692,77628,14147
4557,28/05/2011,49794,10774,44911,4247,38519
4556,25/05/2011,5289,10742,44280,61229,25749
4555,21/05/2011,46055,58978,32859,38999,17653
4554,18/05/2011,51607,42118,60365,67923,5200
4553,14/05/2011,4377,21733,31501,66193,6976
4552,11/05/2011,77688,79080,13378,27614,48415
4551,07/05/2011,45365,11890,71352,70843,55615
4550,04/05/2011,2669,73108,80846,50241,74494
4549,30/04/2011,31735,58543,6512,32556,20101
4548,27/04/2011,68077,32687,55790,22563,52177
4547,23/04/2011,31606,6571,16758,82962,31973
4546,19/04/2011,43560,50284,54741,60158,41405
4545,16/04/2011,73985,23774,8534,9454,72779
4544,13/04/2011,58833,18259,21986,38003,82437
4543,09/04/2011,11590,28841,6725,78183,26786
4542,06/04/2011,42007,45109,73295,3893,529
4541,02/04/2011,14020,33490,66394,68227,36412
4540,30/03/2011,16376,70930,6734,63231,38044
4539,26/03/2011,44136,75677,75431,24726,68687
4538,23/03/2011,57602,17214,42518,63684,59520
4537,19/03/2011,4690,1379,32379,8318,47495
4536,16/03/2011,77207,74603,47753,44704,45733
4535,12/03/2011,50136,40796,71505,57510,854
4534,09/03/2011,27349,28765,6740,38312,35614
4533,05/03/2011,10767,74831,66414,18149,13541
4532,02/03/2011,39065,16112,62929,51790,14961
4531,26/02/2011,21954,8229,59626,48083,27468
4530,23/02/2011,56692,38437,45512,52058,11420
4529,19/02/2011,25215,1732,28377,73147,34423
4528,16/02/2011,61873,30851,77678,36404,30317
4527,12/02/2011,57452,27154,72957,43876,41047
4526,09/02/2011,40755,68367,1807,2331,52020
4525,05/02/2011,31530,73793,40088,16311,49917
4524,02/02/2011,75967,36691,15749,33556,37918
4523,29/01/2011,71128,51140,11550,45531,27775
4522,26/01/2011,77357,3404,25152,82883,64869

4521,22/01/2011,48659,66594,31930,65651,70633
4520,19/01/2011,6946,4065,79867,36623,30517
4519,15/01/2011,51627,2620,32397,82103,139
4518,12/01/2011,7611,30845,6981,24138,46063
4517,08/01/2011,55529,18104,67915,57502,66408
4516,05/01/2011,58814,44483,36115,38902,40330
4515,31/12/2010,49345,78206,25513,68476,59049
4514,29/12/2010,3516,55605,48044,77912,9489
4513,24/12/2010,24110,67353,1790,5350,29117
4512,22/12/2010,18868,76239,12931,5927,79961
4511,18/12/2010,3141,62460,7226,62945,26284
4510,15/12/2010,34360,4070,3947,62755,10542
4509,11/12/2010,66436,56415,36461,35611,3085
4508,08/12/2010,13884,62410,49340,69053,77484
4507,04/12/2010,16975,21575,28236,50382,15671
4506,01/12/2010,6309,74977,30220,12343,76440
4505,27/11/2010,60869,5790,48576,23976,29951
4504,24/11/2010,75521,17948,55716,51846,72113
4503,20/11/2010,81647,58043,64977,67089,44803
4502,17/11/2010,71631,22482,79949,7866,81446
4501,13/11/2010,22536,46796,30397,27904,9697
4500,10/11/2010,78043,20558,38675,75602,22913
4499,06/11/2010,48417,21145,48763,3209,6280
4498,03/11/2010,26632,32296,38804,43052,48782
4497,30/10/2010,24832,2324,52689,109,37619
4496,27/10/2010,54142,64143,72961,9324,29698
4495,23/10/2010,35415,55942,50350,34551,46137
4494,20/10/2010,65247,75289,20956,37153,68378
4493,16/10/2010,78,23393,58833,46340,21553
4492,13/10/2010,81312,10778,1570,78672,63930
4491,09/10/2010,25925,56339,18988,29520,50634
4490,06/10/2010,43756,79063,74302,62929,42885
4489,02/10/2010,46340,52055,3702,52894,41753
4488,29/09/2010,70599,11960,14010,76054,70166
4487,25/09/2010,38046,27582,18854,588,2806
4486,22/09/2010,79354,6028,8281,19878,64601
4485,18/09/2010,33225,21751,2705,14148,20433
4484,15/09/2010,10556,36429,4958,3172,31025
4483,11/09/2010,73472,65868,44692,45802,37409
4482,08/09/2010,75267,44151,47053,47804,54258
4481,04/09/2010,12515,8344,25288,32329,45194
4480,01/09/2010,22820,80425,12518,80849,2600
4479,28/08/2010,31649,32169,17481,15346,36065
4478,25/08/2010,59332,51237,59972,78758,1970
4477,21/08/2010,13211,13730,44933,34302,28659
4476,18/08/2010,66428,38458,38096,70706,27601
4475,14/08/2010,49507,31316,14850,48576,23423

4474,11/08/2010,35974,8618,30529,47008,36832
4473,07/08/2010,44432,64500,23280,39673,25882
4472,04/08/2010,71686,27064,59227,58525,43144
4471,31/07/2010,28160,67729,9135,26576,55469
4470,28/07/2010,23044,15598,77471,60979,73348
4469,24/07/2010,12655,39447,72574,52610,54220
4468,21/07/2010,28583,16747,43086,36874,49853
4467,17/07/2010,8456,4544,69108,32201,47925
4466,14/07/2010,56031,82892,16635,66667,31030
4465,10/07/2010,77569,1083,17757,70863,30810
4464,07/07/2010,54102,73568,12319,61421,79515
4463,03/07/2010,39439,26583,44940,23300,19077
4462,30/06/2010,35129,9403,8953,82319,45055
4461,26/06/2010,83488,42773,34723,57431,76637
4460,23/06/2010,17807,75158,9871,27960,31567
4459,19/06/2010,20248,67538,6689,48572,71036
4458,16/06/2010,36560,30625,29826,25518,71116
4457,12/06/2010,12089,17318,27051,69280,10838
4456,09/06/2010,71290,81801,69413,52634,2821
4455,05/06/2010,78634,3832,38323,63876,23882
4454,02/06/2010,32219,69251,10055,52768,44450
4453,29/05/2010,19988,77004,24080,26290,39634
4452,26/05/2010,42571,46983,63929,5190,19702
4451,22/05/2010,13248,33403,57088,65661,43720
4450,19/05/2010,40510,3052,54777,51087,68287
4449,15/05/2010,48937,77656,20933,57986,70911
4448,12/05/2010,24097,7342,75497,6830,2885
4447,08/05/2010,75662,42366,72960,63809,67302
4446,05/05/2010,52239,4411,38017,32653,475
4445,28/04/2010,55894,10058,66259,7601,8996
4444,24/04/2010,63029,79742,31864,52397,65206
4443,20/04/2010,55132,37283,24672,15539,28147
4442,17/04/2010,45008,73901,3842,71260,60436
4441,14/04/2010,71706,56052,63803,68465,32230
4440,10/04/2010,7056,4119,2425,66118,81953
4439,07/04/2010,9992,39511,16259,79617,29782
4438,03/04/2010,62598,52870,15449,11692,52885
4437,31/03/2010,30079,30442,8465,52003,19256
4436,27/03/2010,12259,17090,25375,54289,18582
4435,24/03/2010,35308,47020,36037,2869,68252
4434,20/03/2010,46850,32907,24694,6376,50421
4433,17/03/2010,32263,14888,80451,19620,32774
4432,13/03/2010,78831,23935,81082,20303,26589
4431,10/03/2010,14287,17390,68808,72900,49328
4430,06/03/2010,22048,40257,28080,17493,46386
4429,03/03/2010,82385,47271,39033,33435,2609
4428,27/02/2010,66609,55786,74120,57150,59307

4427,24/02/2010,76121,6938,18969,31399,20794
4426,20/02/2010,50527,28097,42245,52017,35836
4425,17/02/2010,50634,55146,77749,38338,27308
4424,13/02/2010,15021,40460,68142,20984,70098
4423,10/02/2010,44426,34556,73092,34338,64082
4422,06/02/2010,15144,59768,61445,79077,53750
4421,03/02/2010,29795,72528,39889,42037,1819
4420,30/01/2010,71612,46501,47943,61585,11908
4419,27/01/2010,3500,34885,38447,49770,14381
4418,23/01/2010,4401,61556,34732,77491,4790
4417,20/01/2010,22486,61206,52816,49046,54744
4416,16/01/2010,65936,31431,51777,18502,54184
4415,13/01/2010,43198,1611,84144,48177,75640
4414,09/01/2010,63978,10998,40776,55914,35084
4413,06/01/2010,64144,23675,55626,67534,7800
4412,02/01/2010,70662,30373,35067,29985,19059
4411,30/12/2009,32586,21382,48781,63062,7035
4410,26/12/2009,58473,47701,2054,18660,20805
4409,23/12/2009,78593,59331,49,9189,32741
4408,19/12/2009,75912,50235,79561,46083,62555
4407,16/12/2009,32475,3914,79303,84567,16260
4406,12/12/2009,45643,48333,59606,75353,68257
4405,09/12/2009,80246,41312,25993,7455,74214
4404,05/12/2009,38659,234,31807,60195,4316
4403,02/12/2009,69801,31938,82642,44353,7674
4402,28/11/2009,50905,47031,75184,59322,65593
4401,25/11/2009,50192,26948,68402,41011,15194
4400,21/11/2009,49406,19213,69034,3585,32556
4399,18/11/2009,548,57666,68156,54825,30291
4398,14/11/2009,69351,70176,35930,15171,44339
4397,11/11/2009,37353,29147,4453,45814,25636
4396,07/11/2009,25350,18201,14178,5257,13809
4395,04/11/2009,41777,48559,52191,67501,2028
4394,31/10/2009,52574,3538,69904,69187,15701
4393,28/10/2009,3743,22272,34982,20046,24
4392,24/10/2009,77504,28139,19900,11943,15804
4391,21/10/2009,25658,80796,45055,9762,56661
4390,17/10/2009,40876,69700,40233,43211,986
4389,14/10/2009,4585,83005,24428,7903,47322
4388,10/10/2009,53375,18059,7195,9638,43650
4387,07/10/2009,7721,46750,47795,29496,7236
4386,03/10/2009,61153,1941,56022,3932,14324
4385,30/09/2009,34351,44745,28881,81544,37571
4384,26/09/2009,891,18896,66298,31533,51478
4383,23/09/2009,16649,46502,41601,27953,54197
4382,19/09/2009,29084,42419,69932,43804,379
4381,16/09/2009,7070,49505,3115,82496,38505

4380,12/09/2009,54280,2743,57380,13274,30315
4379,09/09/2009,36020,22047,41167,70800,41596
4378,05/09/2009,75303,29494,9517,39320,67287
4377,02/09/2009,60641,7694,26075,28086,67297
4376,29/08/2009,22455,46616,53657,28760,9074
4375,26/08/2009,59882,59201,19955,24780,8507
4374,22/08/2009,70662,3911,56205,60337,77833
4373,19/08/2009,58428,68943,36750,52983,72290
4372,15/08/2009,43459,51841,11419,34952,19051
4371,12/08/2009,77992,59036,36620,21741,2535
4370,08/08/2009,36193,55868,650,35263,40190
4369,05/08/2009,54260,58233,69584,75856,18877
4368,01/08/2009,22728,62836,1086,48992,70570
4367,29/07/2009,17295,57572,47981,30510,32877
4366,25/07/2009,29284,6957,41054,24439,11523
4365,22/07/2009,4985,29259,14517,26030,7099
4364,18/07/2009,26505,74962,53981,21910,8144
4363,15/07/2009,79990,44206,8780,13098,45594
4362,11/07/2009,16523,48743,18081,59273,25220
4361,08/07/2009,60034,68071,22206,20282,55
4360,04/07/2009,67601,53349,59033,69910,9077
4359,01/07/2009,19721,79598,27294,30580,50276
4358,27/06/2009,26690,40649,14117,60159,46697
4357,24/06/2009,40207,50476,46940,66591,12998
4356,20/06/2009,32887,38044,25468,63805,43751
4355,17/06/2009,15879,70259,16010,36713,28143
4354,13/06/2009,21608,23202,21224,2536,64918
4353,10/06/2009,64758,36566,70532,44627,1456
4352,06/06/2009,66728,58337,74403,24342,63180
4351,03/06/2009,7637,30032,4155,37040,6177
4350,30/05/2009,14454,4693,59217,54641,42088
4349,27/05/2009,22105,7266,73914,13893,62391
4348,23/05/2009,5130,41029,47683,12087,56468
4347,20/05/2009,13473,57861,5026,78250,51057
4346,16/05/2009,39012,9676,37820,62467,3776
4345,13/05/2009,58582,52437,3118,73582,4054
4344,09/05/2009,29321,9140,70251,42350,47464
4343,06/05/2009,74932,32160,61236,20364,79941
4342,02/05/2009,31845,65476,27407,50777,26898
4341,29/04/2009,50410,9194,32419,4464,17497
4340,25/04/2009,58871,49305,61114,27024,19370
4339,22/04/2009,38526,62570,73241,48922,23750
4338,18/04/2009,41171,41039,45864,17769,4737
4337,15/04/2009,64911,6534,51696,73804,70357
4336,11/04/2009,30887,24794,60350,51407,55559
4335,08/04/2009,29782,1265,76567,18995,69333
4334,04/04/2009,43039,13669,9456,36119,10033

4333,01/04/2009,41385,48641,13684,78948,49401
4332,28/03/2009,54423,52572,38007,43131,10144
4331,25/03/2009,20871,22948,13475,15933,3633
4330,21/03/2009,73554,13875,52662,73516,4329
4329,18/03/2009,73036,35329,15368,5740,53650
4328,14/03/2009,77990,21121,41933,22179,68227
4327,11/03/2009,31850,60045,75584,54008,24157
4326,07/03/2009,69661,63680,58448,40288,66909
4325,04/03/2009,78324,44241,60300,8003,12205
4324,28/02/2009,8606,34925,5285,30709,71841
4323,25/02/2009,25797,78070,27959,49949,78778
4322,21/02/2009,1389,35826,16900,60309,47347
4321,18/02/2009,61291,35816,48820,34910,20424
4320,14/02/2009,42526,48231,33835,4241,31158
4319,11/02/2009,49872,60134,42050,29064,71490
4318,07/02/2009,71422,31062,42380,47870,70662
4317,04/02/2009,23662,78606,78170,5448,43039
4316,31/01/2009,51006,35854,23510,45913,6500
4315,28/01/2009,43872,7396,79789,5378,4380
4314,24/01/2009,51835,32707,18619,5065,69219
4313,21/01/2009,21543,36439,62956,32383,7070
4312,17/01/2009,35207,48345,52403,45686,28382
4311,14/01/2009,49703,60901,8354,40585,34085
4310,10/01/2009,71207,15693,15880,61878,36185
4309,07/01/2009,61244,67040,2713,18932,72335
4308,03/01/2009,21134,11240,40904,51536,41160
4307,31/12/2008,20534,66178,72943,70272,15040
4306,27/12/2008,55216,32808,21145,7619,66066
4305,24/12/2008,34035,56267,76957,16232,47965
4304,20/12/2008,44674,4836,30471,11777,41211
4303,17/12/2008,49933,64967,73197,25946,53943
